u,i,year
4910,2649,2007
11886,4339,2014
21662,20716,2020
5922,2879,1996
17646,3487,2015
21417,3133,2018
20444,9533,2017
13235,2226,2014
18122,6892,2019
5451,1710,2002
24768,1387,2007
2854,2265,2010
15202,3402,2020
17090,7233,2019
22011,15580,2017
7674,5231,2015
17991,1463,2010
11077,6443,2014
2772,1444,2014
4133,1239,2003
20583,3605,2018
11713,7977,2018
9320,3872,2018
19128,2553,2019
5825,4461,2010
10789,3179,2013
10413,2300,2009
10324,8339,2008
1196,472,2009
4685,3243,2005
19453,1344,2017
16463,11294,2016
22672,2694,2019
12055,398,2008
12602,9315,2019
6448,3099,2019
12962,9615,2011
23021,1465,2019
16270,2583,2018
4171,2273,2012
13501,7288,2009
23908,12126,2020
10400,4061,2017
21621,15359,2018
9558,4061,2017
5828,1846,2004
17467,9798,2017
10965,7734,2010
5856,909,2006
23331,1415,2020
6954,2806,2003
13809,5392,2012
10106,8093,2015
6545,781,2006
10310,9166,2020
11519,5772,2019
13430,4644,2020
17988,8775,2018
1407,1403,2000
8052,1121,2017
12206,2229,2013
20938,19450,2020
10422,6180,2013
5069,4468,2006
7089,6018,2011
17076,92,2020
21885,1438,2019
7865,6091,2007
5482,1172,2020
13686,2795,2010
17786,2562,2016
7286,2657,2011
21506,5221,2018
8402,3454,2008
12130,602,2017
5686,4055,2006
6285,3545,2007
11224,2006,2007
12720,4845,2016
15295,996,2013
17593,2366,2017
3092,1963,2011
12008,1995,2013
21104,1731,2018
11119,1076,2017
9372,2817,2010
16159,2107,2015
9780,3313,2012
10432,2674,2018
9228,3832,2010
10252,9061,2007
23384,20317,2019
16079,1306,2014
24912,1340,2008
986,48,2000
11061,305,1994
19176,88,2017
1734,374,1998
7569,5214,2013
15796,8185,2015
2051,1821,2001
9806,3547,2018
16078,736,2014
11674,3065,2017
13406,946,2007
11825,1013,2020
8641,776,2019
6840,5420,2000
15569,14932,2010
7800,1996,2010
7631,1606,2014
4433,3734,2003
8386,953,1998
24097,5097,2020
8425,151,2009
9551,8758,2012
22805,561,2019
2673,168,2006
7351,631,2008
16201,5456,2018
19643,1118,2017
7812,5793,2018
5673,2173,2014
2411,1722,2005
18212,873,2012
19559,965,2017
21591,8312,2018
16491,1396,2010
8395,3560,2012
20018,1542,2017
2475,1828,2006
23761,4341,2019
22486,15875,2019
19766,16927,2019
21187,716,2018
15212,1165,2005
11861,2440,2020
11390,8360,2018
9690,3158,2016
7604,1390,2007
17039,4470,2020
985,604,1991
11372,7046,2008
9830,2998,2020
1061,243,2003
7132,5443,2008
4688,1759,2002
24694,1977,2009
7670,5452,2008
18689,24,2016
10631,10174,2017
8790,3567,2018
5237,1626,2011
12883,240,1992
18759,1496,2017
17395,6951,2016
23546,246,2019
20057,2946,2017
6744,2238,2014
17630,9255,2003
11546,1439,2014
4776,1479,2009
2174,590,2006
11442,2177,2011
3178,2087,2006
11159,3146,2013
9442,3194,2005
5196,2285,2012
6069,4564,2017
19253,82,2016
9468,4082,2018
18902,12500,2017
4242,1875,2016
20411,359,2016
5070,3407,2001
6312,5695,2010
1332,1186,1999
5061,4259,2010
15582,1590,2018
10586,5761,2013
18265,3002,2013
19138,864,2017
3804,2268,2018
22636,1984,2019
15800,14754,2018
15634,7638,2018
18779,868,2016
277,226,1987
3986,3317,2015
9594,1010,2012
5560,134,2000
3393,978,2003
9508,934,2013
7063,4021,2003
18545,4684,2016
18027,2194,2020
13744,1251,2013
3026,1393,1988
1173,879,2009
11640,1275,2013
6714,5153,2008
10025,4035,2001
2198,695,1989
8491,7083,2013
5776,323,2005
6185,980,2020
21036,20020,2019
12491,1988,2008
6888,3476,2017
13620,3127,2007
4051,2295,2008
14129,178,2012
18138,3959,2009
4858,3987,2011
5738,4894,2015
18487,1151,2019
13835,4468,2007
10869,288,2007
18830,17505,2019
7909,7868,2015
6229,6213,2007
6850,3956,2020
23138,89,2020
21675,4186,2020
8849,1022,2013
7851,6261,2016
7499,3379,2010
4191,2647,1994
11936,4233,2018
5073,2549,2006
7149,2630,2015
14165,322,2019
1768,1697,2010
14224,966,2018
11472,10428,2018
4757,1990,2005
2961,2501,2011
1435,1269,2016
15878,461,2019
14242,1940,2014
6752,346,2010
4334,1356,2012
6259,576,2017
3303,19,2009
14291,1667,2012
12770,7331,2015
11654,1472,2005
12337,11357,2012
15918,3215,2019
12644,4185,2014
13977,8277,2018
8072,6096,2020
3007,2762,2011
6134,738,2014
15080,5561,2013
10734,6071,1998
7700,3735,2008
8649,7524,2020
4731,2795,2007
9877,2659,2020
5296,250,2006
8009,7314,2018
15469,1570,2005
13837,2276,2009
16736,1108,2018
12745,8566,2015
16009,1934,2019
10265,985,2009
18523,1316,2010
23572,3512,2020
13075,4384,2018
15267,6957,2017
4711,2390,2003
13408,1110,2011
7630,2081,1996
6709,6484,2007
10839,55,2013
20211,897,2017
24792,422,2012
6836,147,1993
13810,13118,2018
5913,761,1996
9764,5642,2012
22910,5640,2019
13158,252,2019
4079,3590,2007
8209,1582,2015
10288,5269,2010
9485,1280,2017
6777,1946,2018
17257,4283,2015
21216,738,2018
3743,920,2015
15800,7268,2017
13937,6344,2018
17699,2433,2021
14028,5652,2008
9328,4462,2007
16262,3403,2019
14013,359,2016
16711,12731,2017
10295,1371,2005
9326,1659,2010
11828,2323,2004
16013,261,2017
22962,3337,2019
12416,3707,2015
18420,3432,2012
6381,3554,2005
19751,17461,2020
5301,4700,2017
14983,1865,2015
6407,4927,2010
23695,8392,2020
15875,3993,2014
2417,1708,2002
9172,892,2004
4002,3697,2015
4034,3928,2007
10841,6010,2011
11760,9701,2019
18908,516,2016
13514,3444,2012
5513,2890,2009
13497,5493,2004
18401,5987,2015
22458,12239,2020
18844,1410,2016
13435,2553,2012
16629,4363,2018
19690,4174,2017
5181,1572,2011
17612,961,2019
17332,3221,2018
18420,1532,2013
10647,4826,2018
4089,93,2011
9252,5026,2018
15143,658,2012
6444,1309,2007
914,218,1984
16814,934,2015
17176,4144,2015
252,225,2009
7619,67,2011
9397,855,2011
12603,4060,2015
16889,14578,2016
24306,11600,2020
16934,8791,2018
2040,372,2005
14695,7526,2008
9001,2910,2017
24205,9628,2020
14821,12679,2015
1198,1187,2008
20944,7486,2018
5332,4100,2013
14122,1355,2008
9450,5388,2016
12675,7018,2019
10906,7857,2014
14718,12848,2020
14878,675,2011
18929,10326,2017
18936,7507,2016
16458,2335,2019
625,90,2009
8929,1695,2010
20752,7020,2018
4408,712,1993
20798,3906,2019
11820,6380,2015
12918,4997,2015
10913,1674,2017
18545,4734,2015
15745,5473,2015
12071,9641,2011
21884,822,2007
16309,1389,2006
21869,9979,2017
8621,7911,2015
17305,521,2015
10051,5398,2013
2661,389,2005
7882,3308,2015
7497,6765,2013
12417,120,2015
11795,2644,2011
5369,253,2017
4858,87,2007
15332,5247,2019
16795,4685,2018
7615,1021,2017
2074,1913,2006
1813,559,2015
15333,1313,1998
10562,9514,2020
8478,8193,2013
23523,455,2019
12819,1017,2008
16680,5523,2019
13962,13350,2017
14207,12254,2015
15422,7784,2019
5419,4102,2011
12918,4668,2009
23775,5750,2011
21112,1366,2018
8739,4587,2012
19200,1042,2016
12473,7132,2020
12302,6728,2009
10243,4738,2017
7024,1401,2015
23675,2000,2019
11386,1547,2015
8694,6192,2017
16257,3754,2018
21765,3938,2020
5225,4684,2008
10227,4759,2008
21682,21401,2018
10403,367,2009
6541,268,2008
10173,5320,2010
12544,296,2013
24620,55,2012
15939,1443,2014
18206,1791,2019
7509,7244,2016
5719,1275,2014
19212,837,2016
6925,5911,2016
16731,430,2015
10869,1160,2009
8730,4210,2018
10310,9599,2017
2959,1731,2004
21521,150,2018
11789,6676,2014
13098,1287,2018
16988,15831,2019
2043,1951,2005
10389,3443,2013
2838,826,2010
2690,2285,2016
14367,2914,2014
7432,3583,2015
22215,21083,2018
4240,3559,2017
17351,16836,2013
10249,3514,2007
9528,6964,2014
3855,2304,2019
16471,5340,2009
17436,1386,2016
2415,2298,2010
22187,4925,2020
18160,1191,2013
15708,1996,2015
23151,12421,2019
12663,4060,2020
3181,339,2006
8248,7850,2011
8107,3304,2003
12668,905,2006
7000,1803,2014
8177,736,2013
15660,3877,2017
19473,3961,2020
19730,5087,2017
8460,2635,2017
1950,1848,2010
9376,7043,2018
11010,811,2016
18275,991,2011
5796,3084,2006
14224,2276,2018
21466,3666,2019
3369,1504,2007
2263,2042,2010
20059,6898,2017
2697,177,2004
4774,922,2006
2196,345,1996
8528,4323,2015
12377,4756,2018
18652,2260,2005
1574,15,2009
12880,6157,2012
5005,1503,2006
14722,2972,2019
3708,2241,2011
21653,4841,2018
5244,1613,2012
9514,2754,2003
6967,3168,2002
19999,12012,2019
18705,3513,2016
22644,13579,2019
6697,1196,2010
14987,1335,2014
9895,9243,2016
24870,1001,2015
18819,14198,2012
14322,3094,2002
20178,456,2019
18782,75,2018
18830,181,2016
4021,933,2019
7092,1125,2007
19719,17516,2020
10037,2258,1997
7494,7079,2008
4924,3323,2008
2569,1481,2010
11729,2551,2019
11105,5262,2011
10001,3761,2004
9259,6343,2016
14757,3548,2013
7851,1542,2005
7519,2171,2017
2363,1201,2006
20692,3947,2019
19835,7896,2019
9493,8156,2013
8903,3158,2018
12382,6141,2007
16403,8267,2014
18678,8923,2020
14839,1070,2007
8660,676,2016
14521,286,2007
14086,5132,2013
8251,3563,2015
23669,684,2019
7411,3195,2005
12995,193,2004
13621,13605,2020
16913,15167,2011
9820,422,2007
9020,2201,2017
23111,3224,2019
17610,8744,2016
9076,2918,2009
12412,5635,2015
20700,3044,2018
8521,7261,2020
6167,123,2010
3946,2590,2007
19984,18695,2020
13337,6996,2017
6429,1595,2012
4348,2524,2008
5770,350,2002
4306,3649,2012
7578,7294,2008
16202,6376,2015
18311,133,2019
18106,3259,2012
11213,3620,2014
10991,5159,2018
20057,11811,2017
10765,5563,2017
20226,2955,2020
12104,1717,2015
12581,2422,2019
11264,964,2006
8486,496,2006
6713,956,2000
17197,2178,2020
16031,531,2018
9207,4202,2018
10495,788,2003
8406,442,2016
15806,81,2016
8209,5550,2020
6959,1391,2002
11167,1405,2010
9815,7193,2018
17345,2782,2017
3081,1009,2001
21253,43,2002
24386,4055,2020
11533,556,2021
17671,198,2019
20467,13485,2019
7896,7841,2017
18063,16591,2014
23614,7703,2019
5873,1113,2009
4746,3709,2014
4902,567,2004
4716,2864,2006
4423,1664,2002
16176,14874,2020
6987,3358,2018
20285,8109,2020
16594,11653,2015
23215,48,2019
7077,211,2001
9705,5334,2020
9558,4935,2013
21583,396,2016
8867,6038,2017
11050,5369,2019
7615,5253,2009
9189,4194,2009
21421,18070,2020
23435,1937,2019
6455,3334,2010
17432,353,2015
8740,5146,2011
10422,3337,2001
4540,3347,2008
10497,5356,2003
3642,652,2019
7877,7341,2015
19962,18100,2020
4014,1179,2007
8701,6567,2017
12532,7513,2017
10987,3319,2017
15192,3218,2011
6012,5112,2011
13851,1961,2009
5492,343,2009
7099,4718,2020
16719,15141,2018
23588,3278,2019
14315,7455,2016
15776,15020,2016
6253,4578,2008
24880,59,2003
19708,18603,2018
14535,7398,2015
15831,2381,2016
17108,1886,2005
4207,2983,2006
8275,5110,2007
9744,1642,2006
16626,16504,2015
8183,5510,2016
7328,6430,2019
20657,3537,2019
346,337,2017
3469,3298,2012
8187,2629,2009
10407,6921,2015
9844,1204,2010
8983,2171,2018
19390,1577,2017
14699,2452,2012
15392,822,2002
7606,413,2008
6893,851,2005
11394,223,2006
22850,1299,2019
10406,8963,2018
1847,1790,2009
8127,2276,2015
10844,3600,2013
5379,2838,2010
13539,253,2006
5637,1210,2011
11371,2700,2012
7240,1153,2014
6690,5376,2015
11967,3937,2013
14488,13,2010
21574,5745,2019
16199,2875,2018
4904,3448,2015
3621,573,2002
20129,2039,2017
5312,1977,2008
17696,1837,2016
9800,7085,2016
9303,1541,2019
8088,1368,2010
18095,7585,2020
7372,5766,2014
8879,867,2016
15943,1239,2020
24783,1413,2012
11676,3406,2013
7943,2545,2015
22397,3088,2019
11864,1083,2006
21752,799,2018
18823,15359,2019
19638,10117,2017
11727,6237,2017
7061,3925,2011
10397,4300,2011
8565,5069,2010
9644,1028,2013
23570,9446,2020
11419,914,2005
10737,9095,2020
15708,4468,2016
19606,7544,2017
12731,4957,2007
1694,712,2004
13397,5405,2020
3820,683,2002
4099,1613,2019
10915,8277,2013
10871,1407,2010
9260,442,2009
8719,6191,2020
18302,1472,2011
10666,4160,2006
13037,1662,2005
20056,1939,2017
24714,3728,2008
2512,2177,2004
23495,435,2020
4881,625,2009
21034,20373,2018
14638,3679,2009
23707,13371,2020
7243,4075,2011
13708,412,2012
16865,998,2011
13525,1161,2007
19169,10318,2016
4216,1772,2009
12329,293,2010
17284,8732,2015
4356,932,2014
13778,230,2004
9131,3042,2015
5093,475,2011
5456,849,2007
19069,3144,2016
13849,9182,2019
10896,7078,2013
5345,3241,2015
13789,1056,2005
18777,6212,2016
14444,3295,2012
6829,5820,2020
10577,1835,2012
20834,10277,2018
23306,924,2019
17003,291,2013
2446,193,2007
16649,8957,2015
19710,659,2017
13898,3901,2012
9737,5462,2018
6154,3947,2009
7819,1684,2012
15029,9883,2015
2389,1382,2009
12993,4267,2019
509,65,1995
15138,6110,2010
6393,600,2011
15761,2196,2018
16523,3526,2015
8109,6589,2015
12749,2691,2008
11024,2055,2015
4393,2278,2009
22520,1365,2019
8609,2324,2016
17820,1440,2018
12056,5544,2007
11794,8805,2010
8432,1144,2009
7965,3381,2017
21581,3844,2018
4369,2233,2006
1620,1489,2006
2576,2546,2002
12303,9060,2004
5737,3323,2013
9837,6807,2007
8479,636,1995
8447,1194,2014
7000,704,2011
8434,1995,2009
5538,4490,2015
15128,1117,2016
3337,1527,2002
12822,6948,2017
22009,8677,2013
8495,4927,2009
11202,4466,2019
2358,1533,2007
21749,7151,2019
8303,1168,2012
5353,4026,2002
20684,6388,2016
2069,378,1993
12967,9268,2009
5402,1268,2009
17465,13234,2016
18656,348,2016
10850,4935,2018
19587,5142,2019
11531,6228,2007
15646,1316,2017
5074,2292,2007
936,306,2018
749,209,1978
8781,6504,2017
15895,2078,2014
17609,395,2015
10807,4235,2011
12649,152,2014
3630,2498,2004
8726,4055,2002
13296,162,2014
14849,3638,2017
9051,4072,2011
20038,7261,2018
15904,113,2019
8726,86,2002
9010,2544,2010
19484,1491,2017
7293,7100,2018
6172,361,2014
7476,3669,2017
8469,252,2016
22107,5055,2019
7713,2479,2009
6134,2522,2013
15806,138,2016
10590,2720,2012
20688,1641,2013
10355,4604,2011
22876,2323,2019
5645,4095,2011
7091,103,1998
22850,3888,2020
16169,2717,2015
6752,745,2010
20718,3003,2017
17158,4131,2015
3701,3653,2016
13525,4435,2017
11065,2373,2010
19038,14067,2017
19219,3056,2012
10099,4107,2018
14739,222,2016
23858,1727,2020
6122,4306,2010
16369,3827,2005
16186,4790,2014
17356,4639,2018
13009,114,2014
20154,54,2017
23825,1287,2020
4095,1032,2003
7782,5855,2018
10823,455,2007
12791,2642,2013
5989,3080,2003
16630,5044,2015
8678,1540,2012
13114,3550,2016
12820,2132,2013
11602,8286,2017
11665,5869,2009
6146,4762,2012
9962,3719,2018
16845,13470,2020
1774,1691,2001
5534,3128,2005
7787,3297,2010
7303,1020,1996
23463,6327,2020
8476,3823,2016
9970,2398,2013
23603,1659,2020
12180,2232,2019
4336,2160,2011
1939,194,2003
24420,11239,2020
5478,3516,2018
9553,2452,2018
3862,3635,2018
21502,12480,2019
17076,2007,2018
13906,5524,2011
980,813,1998
5314,68,2012
14751,9401,2012
17253,928,2020
22161,3010,2018
5348,3187,2005
12400,1584,2017
9516,308,2013
4145,4108,2012
13211,10020,2019
9716,5876,2017
16697,1376,2016
22492,21348,2020
15218,11050,2009
2343,1799,2009
6551,3808,2004
5145,726,2007
10985,1135,2019
14214,2305,2002
8340,183,2005
20149,851,2020
12715,9165,2016
1441,998,2005
20656,3569,2018
11634,6569,2018
14117,3287,2009
21688,1433,2018
1078,24,1998
7752,3696,2010
15025,1039,2016
9208,6308,2013
12830,4705,1999
5181,25,2011
5448,1641,2003
21996,798,2020
8181,5473,2011
14426,7332,2011
13412,521,2010
9093,5749,2013
14282,5402,2018
10108,3112,2012
19215,12057,2017
7766,79,2015
19795,13864,2017
8336,7248,2017
16931,1143,2016
8098,4701,2007
14978,148,2013
3800,1246,2003
9872,5349,2017
14467,1303,2010
12541,6836,2017
10182,3021,2010
22327,5663,2020
6126,2953,2015
4105,2484,2008
9788,9382,2011
14068,1103,2019
15391,13740,2012
20277,7629,2020
18866,234,2016
10123,3152,2014
3043,1484,2010
534,131,2004
12524,5462,2020
6974,4808,2010
16128,8733,2014
7651,776,2012
1251,744,1986
5891,1942,2013
13468,6795,2011
15618,2481,2017
16876,3013,2017
2987,1909,2013
19789,1934,2017
6410,6331,2017
13388,590,2014
10443,759,2013
9165,7182,2016
6804,6094,2019
9182,2954,2016
18803,11289,2016
24412,445,2020
20836,4874,2019
16394,6070,2013
2845,2229,2006
4772,884,2012
13803,6498,2018
3227,811,2015
15380,1588,2015
7946,2041,2010
13809,7349,2012
5906,2597,2005
13485,1415,2009
9067,8834,2011
15730,5314,2015
22810,4283,2019
20855,14969,2018
10187,3936,2011
13160,2116,2015
9124,8166,2009
13211,9059,2019
21820,9677,2020
12361,1607,2006
16734,7515,2017
4258,302,2003
16727,324,2018
3910,2996,2012
9699,2668,2007
8753,970,2012
8245,6781,2010
17048,703,2020
18771,535,2012
13851,3421,2017
14448,978,2006
14624,13696,2018
4632,44,2001
9765,2698,2016
8254,5466,2016
14636,2836,2019
2996,1444,2008
18370,16553,2018
3547,3116,2006
14650,1674,2005
16238,10711,2019
11239,7246,2020
17773,1638,2015
14689,3146,2020
2916,63,1998
4641,31,2007
9430,2988,2008
7284,1340,2003
10872,499,2016
20277,2016,2017
12749,7217,2008
4436,1638,2005
22763,10155,2019
5990,1756,2009
11752,2914,2016
13360,13268,2016
5739,2792,2010
5557,1181,2004
16237,186,2016
6468,1513,2004
5438,2411,2009
10721,4400,2006
7497,2944,2012
22474,4604,2019
16016,3516,2018
8003,7688,2016
8290,7972,2020
19888,3185,2020
4653,1448,2007
8356,2548,2009
1602,731,1993
14897,5399,2014
11862,8238,2006
8280,7791,2020
5177,2223,2013
10630,2708,2009
2896,1436,2006
13288,653,2008
3625,2665,2011
4181,1454,2012
10539,3984,2011
8871,5881,2017
14868,389,2009
10528,10373,2018
13039,3148,2008
9879,1671,2017
11180,2573,2009
2698,1953,2004
12764,9888,2019
12672,2576,2009
17488,9164,2020
9423,663,1997
12361,2264,2006
18553,1400,2015
11221,315,2009
20273,1391,2019
4691,2615,2011
1597,536,1999
5376,4786,2011
24714,19905,2017
12681,713,2009
8818,1615,2018
20531,2478,2017
9460,2837,2005
10674,8419,2018
15553,9076,2018
10946,7867,2012
19019,5786,2017
7261,5074,2010
12787,11115,2015
6638,5041,2007
19605,4535,2019
14641,3967,2014
6750,3526,2007
12116,10577,2017
10202,4916,2017
12701,19,2014
2712,1549,2007
578,306,2005
5343,3398,2011
7991,5618,2013
15506,4246,2016
875,470,1998
9494,8747,2002
15286,3980,2018
20209,2910,2020
11611,6200,2020
16238,13388,2018
17831,13291,2019
17395,6010,2018
9744,6924,2014
10082,1505,2017
17671,3987,2016
8081,5135,2018
10227,255,2007
14396,2143,2010
24282,8131,2020
16742,5100,2017
9807,9037,2016
5796,4733,2008
15963,5880,2017
10020,1329,2010
17550,3696,2015
13677,10967,2013
8543,2153,2007
13281,3289,2018
11394,1279,2006
5339,3246,2014
10119,3711,2010
10086,2764,2019
1717,957,2003
19592,3975,2017
636,6,1986
4229,655,2006
11858,3562,2012
18318,3079,2015
5852,3980,2015
1447,847,2001
10813,6866,2019
1901,278,2005
5916,4026,2004
7096,315,2019
17304,2435,2018
4998,537,2008
10170,7918,2019
12876,2242,2014
17303,648,2016
7518,217,1997
4609,2740,2019
16002,2086,2015
16989,9074,2014
16681,1419,2020
4847,4507,2006
19768,19741,2017
16611,15838,2018
12048,5426,2020
9412,6245,2016
18578,12876,2020
11713,3663,2007
1364,1280,2003
3486,1396,2017
11010,287,2020
10146,206,2009
8851,641,2007
18899,6849,2020
6820,6600,2008
3110,1037,2002
18788,144,2018
3251,668,2004
17845,5815,2017
3070,893,2003
16316,850,2002
18213,6657,2013
20438,7397,2017
17465,690,2016
14195,5063,2016
6564,3023,2015
13738,6479,2006
20631,44,2017
7635,2874,2011
13982,765,2011
23302,1128,2020
7293,378,2004
12228,11386,2019
10263,1123,2009
8239,5970,2017
7758,2663,2013
9232,5660,2007
16446,3086,2010
7748,2865,2006
3803,1467,2003
21977,12053,2018
24626,3253,2015
18834,2908,2019
19032,1993,2017
9979,2056,2005
8883,7774,2014
6459,118,2010
6876,5270,2016
989,75,2002
3720,1017,1996
15257,3053,2018
9591,1008,2001
13260,5454,2009
20249,2342,2019
7383,3022,2019
7497,5352,2009
19160,3112,2020
8625,1953,2013
8380,4759,2011
11363,6952,2009
4377,4370,2006
6704,4944,2019
4276,3048,2011
192,149,2003
4171,2368,2011
6066,5106,1991
16566,2334,2015
10653,1304,2017
10708,6372,2009
15711,6906,2018
24207,11785,2020
22375,10096,2019
17804,1015,2001
10526,2349,2002
8076,6418,2016
6561,5447,2018
12724,642,2011
14458,6192,2018
3711,427,2004
17456,1966,2019
8501,4522,2008
14556,1325,2013
7857,7021,2015
19300,11580,2020
15491,11721,2008
6664,1312,2008
11630,2210,2018
12561,233,2009
11308,8404,2009
7761,7217,2015
3023,1450,2010
7602,4243,2011
5680,2432,2010
17730,1299,2017
17988,16718,2020
12459,1825,2009
5276,4771,2019
8850,1021,2017
3037,892,2007
13897,8444,2019
19388,603,2019
2959,2118,2003
7246,464,2007
5527,1761,2006
9332,1779,2013
15174,1340,2008
20127,1362,2017
14166,521,2018
12094,50,2008
5793,2888,2009
20759,16046,2017
8024,1221,2016
3363,2028,2004
6162,2339,2014
6269,4155,2011
1703,1159,2005
14742,11166,2020
11260,8574,2019
6919,1528,2007
4368,625,2009
14881,2539,2015
7304,600,2003
8368,4155,2014
7483,618,2016
24828,3841,2018
10772,3182,2019
7346,3664,2008
24511,15745,2020
12243,1329,2011
13246,632,2015
9993,3097,2010
8628,1537,2015
14782,1360,2020
18090,8515,2009
5572,4907,2017
22284,5096,2018
13277,5983,2019
18020,7316,2010
17048,3169,2016
6527,1527,2008
4373,576,2006
4908,1364,2015
13812,499,2000
13285,6435,2013
9153,147,2005
2758,131,2005
10198,4342,2015
9187,2271,2006
7985,3221,2018
13851,1811,2017
5199,2537,2009
9849,3636,2014
18740,265,2016
19220,120,2017
5500,1082,2018
10225,4502,2015
10082,9177,2011
5722,590,1994
15694,3539,2015
4591,3459,1998
8806,1719,2007
1132,58,2004
20109,1211,2020
8119,6028,1999
12412,11886,2020
12025,6057,2015
8774,1180,2010
15444,8695,2007
9635,1785,2012
9335,2798,2014
15388,759,2002
22988,1977,2018
15015,1542,2015
5608,2186,2011
4298,3431,2015
2376,1710,1979
15183,8306,2012
13578,6227,2018
4602,2499,2014
11801,227,2011
14469,478,2010
11557,100,2011
